"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"36624385012";"";"";"Недвижимость в Алейске продажа, аренда";"Россия";"Алтайский край";"Алейск";"";"Октябрьская ул., 17, Алейск";"Компьютеры и интернет";"Интернет";"Информационный интернет-сайт";"";"+7 (383) 375-96-25";"";"";"nsk@parabit.ru,  bududoma@parabit.ru,  partners@parabit.ru,  feed@parabit.ru";"https://aleysk.bududoma.ru/";"";"";"";"";"82.783652";"52.50641";"";""
"94454047716";"";"";"Комплект";"Россия";"Алтайский край";"Алейск";"";"Ульяновский пер., 48, Алейск, Россия";"Компьютеры и интернет";"Компьютеры";"Компьютерный магазин";"";"+7 (38553) 2-62-76";"";"";"";"";"";"";"";"";"82.764557";"52.489835";"";"пн-пт 9:00–19:00, сб,вс 10:00–15:00"
"33764609950";"";"";"Компьютер-сервис";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 100А, Алейск";"Компьютеры и интернет";"Компьютеры";"Компьютерный ремонт и услуги";"";"";"+7 (913) 240-76-99";"";"";"";"";"";"";"";"82.776061";"52.491065";"";""
"163136807406";"";"";"Компьютерный ремонт";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 108, Алейск, Россия";"Компьютеры и интернет";"Компьютеры";"Компьютерный ремонт и услуги";"";"";"";"";"";"";"";"";"";"";"82.774627";"52.489885";"";"ежедневно, 9:00–19:00"
"1284360270";"";"";"Город Мастеров";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 11А, Алейск, Россия";"Компьютеры и интернет";"Компьютеры";"Компьютерный ремонт и услуги";"";"+7 (38553) 2-12-09";"+7 (923) 754-96-24";"";"";"";"";"";"";"";"82.790733";"52.501019";"";"пн-пт 9:00–18:00, сб 9:00–15:00"
"1284360270";"";"";"Город Мастеров";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 11А, Алейск, Россия";"Прочее";"Прочее";"Ремонт телефонов";"";"+7 (38553) 2-12-09";"+7 (923) 754-96-24";"";"";"";"";"";"";"";"82.790733";"52.501019";"";"пн-пт 9:00–18:00, сб 9:00–15:00"
"1284360270";"";"";"Город Мастеров";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 11А, Алейск, Россия";"Товары для дома и дачи";"Аудио-, видео и фототехника";"Магазин электроники";"";"+7 (38553) 2-12-09";"+7 (923) 754-96-24";"";"";"";"";"";"";"";"82.790733";"52.501019";"";"пн-пт 9:00–18:00, сб 9:00–15:00"
"1284360270";"";"";"Город Мастеров";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 11А, Алейск, Россия";"Товары для дома и дачи";"Одежда, обувь, аксессуары";"Комиссионный магазин";"";"+7 (38553) 2-12-09";"+7 (923) 754-96-24";"";"";"";"";"";"";"";"82.790733";"52.501019";"";"пн-пт 9:00–18:00, сб 9:00–15:00"
"63609424642";"";"";"Smart-Servis";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125Д, Алейск";"Компьютеры и интернет";"Компьютеры";"Компьютерный ремонт и услуги";"";"";"+7 (913) 274-88-91, +7 (929) 328-88-91";"";"donate@opencart.com";"http://www.smart-servis.info/";"";"";"";"";"82.773603";"52.497069";"";"вт-пт 9:00–19:00, сб,вс 10:00–15:00"
"63609424642";"";"";"Smart-Servis";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125Д, Алейск";"Прочее";"Прочее";"Ремонт телефонов";"";"";"+7 (913) 274-88-91, +7 (929) 328-88-91";"";"donate@opencart.com";"http://www.smart-servis.info/";"";"";"";"";"82.773603";"52.497069";"";"вт-пт 9:00–19:00, сб,вс 10:00–15:00"
"63609424642";"";"";"Smart-Servis";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125Д, Алейск";"Услуги";"Бытовые услуги";"Ремонт аудиотехники и видеотехники";"";"";"+7 (913) 274-88-91, +7 (929) 328-88-91";"";"donate@opencart.com";"http://www.smart-servis.info/";"";"";"";"";"82.773603";"52.497069";"";"вт-пт 9:00–19:00, сб,вс 10:00–15:00"
"44542785968";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"+7 (913) 367-20-83";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.777515";"52.49369";"";""
"44542785968";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Красота";"Косметика и парфюмерия";"Распространители косметики и бытовой химии";"";"";"+7 (913) 367-20-83";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.777515";"52.49369";"";""
"44542785968";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Прочее";"Прочее";"Ли";"";"";"+7 (913) 367-20-83";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.777515";"52.49369";"";""
"44542785968";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Товары для дома и дачи";"Универсальные магазины";"Товары по каталогам";"";"";"+7 (913) 367-20-83";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.777515";"52.49369";"";""
"2227329691";"";"";"Oriflame";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"";"";"";"";"";"";"";"";"82.772938";"52.497457";"";"ежедневно, 8:00–22:00"
"2227329691";"";"";"Oriflame";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Красота";"Косметика и парфюмерия";"Распространители косметики и бытовой химии";"";"";"";"";"";"";"";"";"";"";"82.772938";"52.497457";"";"ежедневно, 8:00–22:00"
"2227329691";"";"";"Oriflame";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.772938";"52.497457";"";"ежедневно, 8:00–22:00"
"100284648718";"";"";"Мой магазин";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"+7 (913) 092-50-50";"";"";"";"";"";"";"";"82.772747";"52.494673";"";"ежедневно, 9:00–18:00"
"166206651587";"";"";"ТО Magic";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"+7 (923) 790-77-18";"";"";"";"";"";"";"";"82.774256";"52.496416";"";"ежедневно, 9:00–18:00"
"133583584840";"";"";"Мейтан Алейск";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 8, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"+7 (983) 355-14-69";"";"";"";"";"";"";"";"82.791703";"52.500505";"";"пн-пт 10:00–19:00, сб 10:00–16:00"
"193052588349";"";"";"Скарлетт";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118А, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"";"";"";"";"";"";"";"";"82.773806";"52.496481";"";""
"193052588349";"";"";"Скарлетт";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118А, Алейск";"Красота";"Уход за внешностью";"Парикмахерская";"";"";"";"";"";"";"";"";"";"";"82.773806";"52.496481";"";""
"237574864211";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Банковский пер., 23, Алейск, Россия";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"+7 (915) 496-38-28, +7 (913) 094-01-84, +7 (913) 274-53-22, +7 (903) 073-75-63";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.771915";"52.497299";"";""
"237574864211";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Банковский пер., 23, Алейск, Россия";"Красота";"Косметика и парфюмерия";"Распространители косметики и бытовой химии";"";"";"+7 (915) 496-38-28, +7 (913) 094-01-84, +7 (913) 274-53-22, +7 (903) 073-75-63";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.771915";"52.497299";"";""
"237574864211";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Банковский пер., 23, Алейск, Россия";"Прочее";"Прочее";"Ли";"";"";"+7 (915) 496-38-28, +7 (913) 094-01-84, +7 (913) 274-53-22, +7 (903) 073-75-63";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.771915";"52.497299";"";""
"237574864211";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"658130";"Банковский пер., 23, Алейск, Россия";"Товары для дома и дачи";"Универсальные магазины";"Товары по каталогам";"";"";"+7 (915) 496-38-28, +7 (913) 094-01-84, +7 (913) 274-53-22, +7 (903) 073-75-63";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.771915";"52.497299";"";""
"197508806449";"";"";"Центр Avon";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"";"";"";"";"";"";"";"";"82.772601";"52.494836";"";"ежедневно, 10:00–18:00"
"17469727535";"";"";"Цимус";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125Б, Алейск, Россия";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"";"";"administrator@cimus-n.ru";"http://cimus.biz/";"";"";"";"";"82.773411";"52.496953";"";"ежедневно, 9:00–19:00"
"17469727535";"";"";"Цимус";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125Б, Алейск, Россия";"Товары для дома и дачи";"Хозтовары, бытовая химия, прочее";"Магазин хозтоваров и бытовой химии";"";"";"";"";"administrator@cimus-n.ru";"http://cimus.biz/";"";"";"";"";"82.773411";"52.496953";"";"ежедневно, 9:00–19:00"
"209863413615";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 7Б, Алейск";"Красота";"Косметика и парфюмерия";"Магазин парфюмерии и косметики";"";"";"";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.791431";"52.501274";"";""
"209863413615";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 7Б, Алейск";"Красота";"Косметика и парфюмерия";"Распространители косметики и бытовой химии";"";"";"";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.791431";"52.501274";"";""
"209863413615";"";"";"Faberlic";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 7Б, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"faberlic-usluga@yandex.ru";"https://faberlic.com/";"https://vk.com/faberlicofficial";"";"https://www.facebook.com/FaberlicOfficial";"";"82.791431";"52.501274";"";""
